画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-08-03-A1-0367-O,,●,●,1,2024/11/19_14:11:35,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0368-O,,●,●,1,2024/11/19_14:11:37,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0369-O,,●,●,1,2024/11/19_14:11:39,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0370-O,,●,●,1,2024/11/19_14:11:47,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0371-O,,●,●,1,2024/11/19_14:11:49,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0372-O,,●,●,1,2024/11/19_14:11:52,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0375-O,,●,●,1,2024/11/19_14:12:34,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0376-O,,●,●,1,2024/11/19_14:13:02,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0377-O,,●,●,1,2024/11/19_14:13:05,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0379-O,,●,●,1,2024/11/19_14:13:09,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0380-O,,●,●,1,2024/11/19_14:13:11,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0381-O,,●,●,1,2024/11/19_14:13:14,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0382-O,,●,●,2,2025/01/10_13:01:54,M.S.,2025/01/10_13:06:25,,,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0383-O,,●,●,1,2024/11/19_14:13:36,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0384-O,,●,●,1,2024/11/19_14:13:50,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0385-O,,●,●,1,2024/11/19_14:13:52,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0386-O,,●,●,1,2024/11/19_14:13:53,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0388-O,,●,●,1,2024/11/19_14:13:58,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0389-O,,●,●,1,2024/11/19_14:14:02,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0390-O,,●,●,1,2024/11/19_14:14:18,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0391-O,,●,●,1,2024/11/19_14:14:20,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0392-O,,●,●,1,2024/11/19_14:14:22,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0393-O,,●,●,1,2024/11/19_14:14:38,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0394-O,,●,●,1,2024/11/19_14:14:40,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0395-O,,●,●,1,2024/11/19_14:14:41,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0396-O,,●,●,1,2024/11/19_14:14:43,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0397-O,,●,●,1,2024/11/19_14:14:45,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0398-O,,●,●,1,2024/11/19_14:14:47,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0399-O,,●,●,1,2024/11/19_14:14:51,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0401-O,,●,●,1,2024/11/19_14:15:12,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0402-O,,●,●,1,2024/11/19_14:15:15,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0403-O,,●,●,1,2024/11/19_14:15:17,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0404-O,,●,●,1,2024/11/19_14:15:18,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0408-O,,●,●,1,2024/11/19_14:17:00,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0409-O,,●,●,1,2024/11/19_14:17:02,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0410-O,,●,●,1,2024/11/19_14:17:05,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0411-O,,●,●,1,2024/11/19_14:17:06,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0412-O,,●,●,1,2024/11/19_14:17:08,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0413-O,,●,●,1,2024/11/19_14:17:10,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0416-O,,●,●,4,2025/01/10_13:06:14,M.S.,2025/01/10_13:06:25,,,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0417-O,,●,●,1,2024/11/19_14:17:51,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0418-O,,●,●,1,2024/11/19_14:17:53,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0420-O,,●,●,1,2024/11/19_14:17:57,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0421-O,,●,●,1,2024/11/19_14:17:59,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0422-O,,●,●,1,2024/11/19_14:18:00,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0424-O,,●,●,1,2024/11/19_14:18:04,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0425-O,,●,●,1,2024/11/19_14:18:06,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-03-A1-0426-O,,●,●,2,2024/11/19_14:18:10,M.S.,2024/11/19_14:18:14,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0065-O,,●,●,2,2024/11/27_16:51:47,M.S.,2024/11/27_17:14:36,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0067-O,,●,●,1,2024/11/21_09:29:15,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0068-O,,●,●,1,2024/11/21_09:30:04,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,大きな膜境界不良,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0069-O,,●,●,3,2024/11/27_16:52:03,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,大きな膜境界不良,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0070-O,,●,●,1,2024/11/21_09:30:26,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0071-O,,●,●,1,2024/11/21_09:30:32,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,大きな膜境界不良,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0072-O,,●,●,2,2024/11/27_16:52:18,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,大きな膜境界不良,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0076-O,,●,●,2,2024/11/27_16:52:28,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0077-O,,●,●,1,2024/11/21_09:31:03,M.S.,2024/11/21_09:50:25,,●,,,,,,,●,●,,,,,,大きな膜境界不良,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0078-O,,●,●,1,2024/11/21_09:31:09,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,大きな膜境界不良,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0079-O,,●,●,1,2024/11/21_09:31:15,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,大きな膜境界不良,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0101-O,,●,●,1,2024/11/21_09:32:57,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0295-O,,●,●,3,2024/11/27_16:59:33,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0296-O,,●,●,2,2024/11/27_16:59:36,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0297-O,,●,●,1,2024/11/21_09:42:11,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0299-O,,●,●,1,2024/11/21_09:42:18,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0300-O,,●,●,2,2024/11/27_17:00:07,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0305-O,,●,●,1,2024/11/21_09:42:57,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0306-O,,●,●,1,2024/11/21_09:42:59,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0307-O,,●,●,2,2024/11/27_17:00:30,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0308-O,,●,●,1,2024/11/21_09:43:16,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0309-O,,●,●,1,2024/11/21_09:43:18,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0310-O,,●,●,2,2024/11/27_17:02:23,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0311-O,,●,●,1,2024/11/21_09:43:25,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0312-O,,●,●,1,2024/11/21_09:43:29,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0313-O,,●,●,2,2024/11/27_17:02:30,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0314-O,,●,●,1,2024/11/21_09:43:36,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0315-O,,●,●,2,2024/11/27_17:02:37,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0316-O,,●,●,1,2024/11/21_09:43:43,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0317-O,,●,●,1,2024/11/21_09:43:45,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0318-O,,●,●,1,2024/11/21_09:43:54,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0319-O,,●,●,2,2024/11/27_17:02:51,M.S.,2024/11/27_17:14:36,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0322-O,,●,●,1,2024/11/21_09:44:09,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0323-O,,●,●,1,2024/11/21_09:44:13,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0324-O,,●,●,1,2024/11/21_09:44:30,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0325-O,,●,●,1,2024/11/21_09:44:37,M.S.,2024/11/21_09:50:25,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0326-O,,●,●,1,2024/11/21_09:44:42,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0332-O,,●,●,1,2024/11/21_09:45:02,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0333-O,,●,●,2,2024/11/27_17:05:24,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0334-O,,●,●,2,2024/11/27_17:05:30,M.S.,2024/11/27_17:14:36,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0336-O,,●,●,1,2024/11/21_09:45:17,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0337-O,,●,●,2,2024/11/27_17:05:51,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0339-O,,●,●,2,2024/12/12_17:07:02,M.S.,2024/12/12_17:11:50,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0340-O,,●,●,1,2024/11/21_09:45:29,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0341-O,,●,●,1,2024/11/21_09:45:32,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0342-O,,●,●,2,2024/11/27_17:06:03,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0344-O,,●,●,1,2024/11/21_09:45:43,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0345-O,,●,●,1,2024/11/21_09:45:46,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0350-O,,●,●,1,2024/11/21_09:46:11,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0351-O,,●,●,1,2024/11/21_09:46:13,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0352-O,,●,●,1,2024/11/21_09:46:15,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0354-O,,●,●,1,2024/11/21_09:46:19,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0355-O,,●,●,1,2024/11/21_09:46:21,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0356-O,,●,●,2,2024/11/21_09:46:27,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0357-O,,●,●,1,2024/11/21_09:46:30,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0358-O,,●,●,1,2024/11/21_09:46:33,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0359-O,,●,●,1,2024/11/21_09:46:36,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0360-O,,●,●,1,2024/11/21_09:46:39,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0361-O,,●,●,1,2024/11/21_09:46:48,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0362-O,,●,●,1,2024/11/21_09:47:32,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0365-O,,●,●,1,2024/11/21_09:47:41,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0367-O,,●,●,1,2024/11/21_09:47:46,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0369-O,,●,●,1,2024/11/21_09:47:52,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0370-O,,●,●,2,2024/11/27_17:12:46,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0371-O,,●,●,1,2024/11/21_09:47:57,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0372-O,,●,●,1,2024/11/21_09:48:00,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0373-O,,●,●,2,2024/11/27_17:12:57,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0378-O,,●,●,1,2024/11/21_09:48:19,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0379-O,,●,●,1,2024/11/21_09:48:21,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0380-O,,●,●,1,2024/11/21_09:48:23,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0381-O,,●,●,2,2024/11/27_17:13:12,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0382-O,,●,●,1,2024/11/21_09:48:28,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0385-O,,●,●,1,2024/11/21_09:48:34,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0386-O,,●,●,1,2024/11/21_09:48:36,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0388-O,,●,●,1,2024/11/21_09:48:41,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0389-O,,●,●,2,2024/11/27_17:13:29,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0390-O,,●,●,1,2024/11/21_09:48:45,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0391-O,,●,●,1,2024/11/21_09:48:47,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0392-O,,●,●,1,2024/11/21_09:48:50,M.S.,2024/11/21_09:50:25,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0394-O,,●,●,2,2024/11/27_17:13:41,M.S.,2024/11/27_17:14:36,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0395-O,,●,●,1,2024/11/21_09:48:56,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0396-O,,●,●,1,2024/11/21_09:48:58,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0397-O,,●,●,1,2024/11/21_09:49:00,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0398-O,,●,●,2,2024/12/12_17:10:41,M.S.,2024/12/12_17:11:50,,,,,,,,,●,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0400-O,,●,●,3,2024/12/12_17:10:49,M.S.,2024/12/12_17:11:50,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0401-O,,●,●,3,2024/12/12_17:11:19,M.S.,2024/12/12_17:11:50,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0402-O,,●,●,1,2024/11/21_09:49:19,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0405-O,,●,●,1,2024/11/21_09:49:26,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0406-O,,●,●,1,2024/11/21_09:49:28,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0407-O,,●,●,1,2024/11/21_09:49:30,M.S.,2024/11/21_09:50:25,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0408-O,,●,●,1,2024/11/21_09:49:33,M.S.,2024/11/21_09:50:25,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0409-O,,●,●,2,2024/11/27_17:14:18,M.S.,2024/11/27_17:14:36,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-04-A1-0410-O,,●,●,3,2024/12/12_17:11:38,M.S.,2024/12/12_17:11:50,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-09-01-A1-0091-O,,●,●,1,2024/11/19_09:31:05,M.S.,2024/11/19_09:50:47,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
